epoch,cost_sensitive_metric_dl,loss,val_cost_sensitive_metric_dl,val_loss
0,1280.8804931640625,0.05327927693724632,92.42152404785156,0.035718221217393875
1,461.27105712890625,0.030648743733763695,81.12107849121094,0.03655558452010155
2,411.79937744140625,0.02640894055366516,97.57847595214844,0.021941788494586945
3,398.5145568847656,0.02466704323887825,87.89237976074219,0.027065636590123177
4,377.8560485839844,0.023178495466709137,89.77578735351562,0.02791009284555912
5,362.72589111328125,0.021820340305566788,94.304931640625,0.020387869328260422
6,352.9709167480469,0.020938383415341377,88.43049621582031,0.025548093020915985
7,342.1439514160156,0.020376408472657204,64.88789367675781,0.034919679164886475
8,338.50689697265625,0.02008965238928795,85.65022277832031,0.03266748785972595
9,339.9693603515625,0.01952553354203701,90.85202026367188,0.02162904292345047
10,323.9892883300781,0.01881280168890953,92.95964050292969,0.019129052758216858
11,317.2128601074219,0.018307462334632874,83.22869873046875,0.023612122982740402
12,313.8744201660156,0.018246209248900414,77.98206329345703,0.0275284331291914
13,293.92803955078125,0.01787395589053631,94.79820251464844,0.01944318786263466
14,305.88055419921875,0.01798873208463192,89.32735443115234,0.021029287949204445
15,294.34149169921875,0.017251037061214447,89.68609619140625,0.020497865974903107
16,291.3782653808594,0.017238322645425797,94.52914428710938,0.018410837277770042
17,290.5283203125,0.01682329922914505,92.1524658203125,0.01717987097799778
18,295.3675231933594,0.017397314310073853,101.56950378417969,0.0165949035435915
19,286.3476257324219,0.016721531748771667,83.76681518554688,0.021281041204929352
20,281.0260314941406,0.016727615147829056,71.83856201171875,0.02120457962155342
21,274.67840576171875,0.016642475500702858,77.4887924194336,0.021886583417654037
22,275.2603454589844,0.01668243482708931,92.33184051513672,0.01828945428133011
23,265.2756652832031,0.01586853340268135,81.47982025146484,0.01907445304095745
24,258.6217346191406,0.015664074569940567,89.46188354492188,0.018728652969002724
25,262.94793701171875,0.015938807278871536,101.56950378417969,0.01478140614926815
26,257.86370849609375,0.015486394986510277,76.0986557006836,0.02005055546760559
27,255.8192901611328,0.015670372173190117,86.32286834716797,0.016486359760165215
28,259.81622314453125,0.01543221715837717,76.59192657470703,0.0173261146992445
29,263.8514404296875,0.015413745306432247,98.87892150878906,0.014289901591837406
30,254.03521728515625,0.015315385535359383,80.7623291015625,0.016604630276560783
31,251.44717407226562,0.015368987806141376,80.08968353271484,0.017131980508565903
32,252.61868286132812,0.015144786797463894,97.4439468383789,0.015448695980012417
33,251.5084228515625,0.015155487693846226,85.87444305419922,0.01608932949602604
34,249.42572021484375,0.014846312813460827,71.56950378417969,0.01756824366748333
35,247.0290985107422,0.014721481129527092,73.18385314941406,0.01870082877576351
36,237.12863159179688,0.01470594946295023,83.27354431152344,0.01520044356584549
37,247.4961700439453,0.014762801118195057,83.22869873046875,0.014539250172674656
38,239.02757263183594,0.014736700803041458,101.25560760498047,0.01357576809823513
39,249.58651733398438,0.014841949567198753,67.26457214355469,0.020885225385427475
40,235.2144012451172,0.014484214596450329,68.2511215209961,0.023563770577311516
41,233.26187133789062,0.014396106824278831,80.49327087402344,0.01506535429507494
42,237.4119415283203,0.014195000752806664,99.6412582397461,0.01278362050652504
43,233.63705444335938,0.013853364624083042,94.21524810791016,0.014899149537086487
44,228.96630859375,0.014080720953643322,80.13452911376953,0.01688186638057232
45,238.88973999023438,0.014099092222750187,68.65470886230469,0.01655000075697899
46,218.0627899169922,0.013714396394789219,91.88340759277344,0.014310629107058048
47,227.78713989257812,0.01406627707183361,104.39461517333984,0.013927163556218147
48,221.9372100830078,0.0137214045971632,81.07623291015625,0.014245893806219101
49,236.2404327392578,0.014104478061199188,90.17937469482422,0.015167579986155033
50,234.14242553710938,0.01372972410172224,80.67264556884766,0.014925608411431313
51,232.21286010742188,0.013589877635240555,87.75785064697266,0.015659676864743233
52,234.9540557861328,0.013758765533566475,84.39461517333984,0.015984663739800453
53,221.60031127929688,0.01408755499869585,76.95067596435547,0.015651516616344452
54,223.39968872070312,0.013329039327800274,85.2914810180664,0.014116124249994755
55,225.67381286621094,0.013486064970493317,81.88340759277344,0.017454933375120163
56,227.85604858398438,0.013550940901041031,87.4439468383789,0.014524467289447784
57,229.45635986328125,0.013692307285964489,80.80717468261719,0.013954740017652512
58,212.22052001953125,0.013034358620643616,75.73991394042969,0.013042567297816277
59,225.19908142089844,0.013308635912835598,112.10762023925781,0.011479194276034832
60,223.8667755126953,0.013547169044613838,73.85649871826172,0.01433212123811245
61,220.2679901123047,0.013201568275690079,64.17040252685547,0.016250934451818466
62,224.83154296875,0.013103742152452469,84.84304809570312,0.01348433643579483
63,218.47625732421875,0.013050620444118977,82.33184051513672,0.013903295621275902
64,217.51148986816406,0.012752984650433064,82.64573669433594,0.014796288684010506
65,216.6385955810547,0.013045319356024265,81.52466583251953,0.011980302631855011
66,220.17611694335938,0.012766639702022076,84.84304809570312,0.013224243186414242
67,218.9203643798828,0.012832354754209518,77.98206329345703,0.014170433394610882
68,210.87289428710938,0.012859972193837166,84.93273162841797,0.013275912031531334
69,210.5206756591797,0.012597128748893738,92.10762023925781,0.012039617635309696
70,202.05206298828125,0.012566512450575829,99.41703796386719,0.011546426452696323
71,214.53292846679688,0.013098223134875298,70.44843292236328,0.019440079107880592
72,227.05972290039062,0.013011378236114979,80.26905822753906,0.012368561699986458
73,216.3399658203125,0.012733059003949165,73.9013442993164,0.014180993661284447
74,214.2725830078125,0.012537414208054543,64.34977722167969,0.01547684334218502
75,212.7488555908203,0.01252883579581976,103.45291137695312,0.0109273511916399
76,205.8116455078125,0.012467294000089169,77.89237976074219,0.013653186149895191
77,212.90199279785156,0.012299255467951298,83.99102783203125,0.012334034778177738
78,213.56814575195312,0.012391652911901474,73.22869873046875,0.012280430644750595
79,207.5038299560547,0.012331015430390835,92.5560531616211,0.01095694862306118
80,206.3246612548828,0.012756425887346268,77.085205078125,0.012370296753942966
81,200.35987854003906,0.012091748416423798,85.695068359375,0.010966514237225056
82,212.90199279785156,0.012347513809800148,66.54708862304688,0.013036143966019154
83,214.218994140625,0.012568360194563866,86.54708862304688,0.012374836951494217
84,198.49923706054688,0.011843236163258553,67.80268859863281,0.013867930509150028
85,201.30934143066406,0.012151487171649933,75.82959747314453,0.012507173232734203
86,200.87289428710938,0.012104191817343235,66.0986557006836,0.01234597247093916
87,214.86216735839844,0.012291744351387024,84.6636734008789,0.01202675886452198
88,210.48239135742188,0.012006030417978764,78.8340835571289,0.012922038324177265
89,208.6140899658203,0.012330795638263226,81.25560760498047,0.011914308182895184
90,212.36599731445312,0.012359675019979477,67.26457214355469,0.013139241375029087
91,206.53904724121094,0.011590243317186832,68.56502532958984,0.012500692158937454
92,196.5084228515625,0.011878198012709618,79.46188354492188,0.011684791184961796
93,207.4961700439453,0.012174411676824093,80.89685821533203,0.011252199299633503
94,193.72128295898438,0.011498316191136837,103.04932403564453,0.011014134623110294
95,205.06890869140625,0.012056956999003887,68.74439239501953,0.011700700968503952
96,210.02296447753906,0.012147302739322186,100.4035873413086,0.010753851383924484
97,209.58651733398438,0.012176918797194958,72.46636962890625,0.011720582842826843
98,198.0627899169922,0.012014012783765793,68.69955444335938,0.013760444708168507
99,211.3859100341797,0.011916113086044788,78.16143798828125,0.013062228448688984
100,201.92190551757812,0.012039764784276485,72.64573669433594,0.011390664614737034
101,199.1807098388672,0.01181885413825512,74.7085189819336,0.011603491380810738
102,192.9709014892578,0.011678648181259632,66.00897216796875,0.01219992060214281
103,196.2404327392578,0.011626526713371277,76.54708862304688,0.009871937334537506
104,192.5803985595703,0.011410069651901722,76.4573974609375,0.010971037670969963
